,SID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
20,a,-4220.78248071479,-4620.396941541688,1641.9676367846116,-2070.8719227406596,1115.1674493322594,669.6780320698226,1241.3762086536913,1240.798355641477,382.38280183157514,1107.3194038992474,-595.9231071043765,565.0304936066833,546.7816539480228,-2555.12586838174,-1121.847626889209,-842.1047917702763,618.4810150900663,-158.47646557808625,462.7596542909886,-37.152873875054105
21,a,-3920.403730877461,-2741.642009480434,3213.6229220667033,-1816.194330092913,1702.0050160811782,-410.7226240765077,-1987.906337754225,-265.847444654567,516.141903957067,-617.5934201068156,419.49220971960267,1431.7189359994888,835.4224373215687,-2493.972668985785,-11.614184887614535,-1685.9405029680206,804.3951897739444,-698.8128589095371,-984.2720948117567,34.07474001782194
22,a,-4284.7313036990045,-4018.1092902529945,2646.775193304128,-1844.062573479697,1225.733807252401,716.7052953236343,-1449.8371892591115,11.097518485847724,952.9660872342862,29.49996012073835,-330.0525989373685,748.083223609232,-473.89884828923357,-2505.3923041353205,-851.5989326960675,-943.6356306650722,636.842895068623,-776.3296575370753,609.1350540976212,319.133203752849
23,a,-4188.651217391674,-519.1249810534842,-20.132455800633924,-4044.3251625766648,1858.4242917865292,-927.7028324952538,551.1904705023682,829.3673872324688,-69.4048315638718,-2266.8912574340197,365.2481630216322,296.5390347349624,721.9187870650215,2666.8506953904816,1553.475844725792,946.4005981411242,-931.9597148830483,303.3532597246897,-777.5965536296479,795.5672142628163
24,a,-4498.306526970227,-3150.1401559586134,3220.3468311907322,-2050.1918864728855,1556.0718299880862,0.05589226980543316,-1675.8674976007685,-233.63937813958907,571.8467428227807,-438.08312721932907,276.49304743001153,1060.303172176459,947.7406326085306,-2824.9886029490053,-476.7999449977124,-1587.2512564498018,931.228791584499,-543.8697849394257,-620.1760457440107,70.42276301693147
25,a,-4780.161701932669,-3309.4409694692854,2616.9042247283637,-1998.8399032834911,1438.1577439558982,194.1864696141185,-894.2064244631441,115.22021131694714,538.4867335667918,333.1865685737902,-71.44122911706916,422.01909616784485,1216.5424406982868,-2028.2279346576802,-754.0799348626774,-1327.2865868553338,123.45841078710545,181.18308012653847,-350.29545268910346,371.84856164296315
26,a,-3655.1822179599335,-2305.701255206471,2232.291769277504,-739.371595230239,959.0315843470378,-288.5761663066094,-1293.2402104129344,-686.0085419827449,201.62287151580142,-411.26199098581304,387.2852203349187,-827.4543529870716,62.339901779776326,260.91849503762313,-301.323410905373,107.18518706969608,-810.5293306238473,704.7916797447369,-126.45030905631903,246.9125666721779
27,a,-2291.7984572680275,-2412.755929157796,1143.4685785963065,-526.6457152208129,-75.91302927574048,140.72529474184614,114.43267902787818,597.5304123762871,-725.8112518501903,816.0019080412604,-646.8776967722908,-1955.4272127617228,204.5954800838289,359.50612709281705,-763.4563065300032,1030.9600175414216,-884.5226509618818,1319.2197759701955,-445.679756538739,638.0775286765556
28,a,-2314.873599346039,-2487.9091704601615,1221.6853827787731,-684.5727162049358,-125.34285423887107,347.4848230495822,-57.43846136047825,470.2536536459395,-848.9280325703564,947.7536997177305,-645.3778802700725,-1905.4057917471562,23.900116274091545,238.0798231524419,-764.5984897821384,1180.8086498252094,-895.1317241127152,1345.0157320373814,-419.62428148779566,678.4611975807146
29,a,-4011.799837308307,-1870.6305095259918,3168.547587785235,-904.4768927941858,678.2719933759673,-677.3296196447446,-1466.2295854453664,-813.1544785788216,-586.7426476726487,-699.5445247132265,1523.4167167218168,357.59442854484905,1586.1196184593487,629.3492261679191,450.42065415029595,289.92281191697674,-627.3566090166158,1152.0979778330347,-1837.9210078507133,-75.22256632691543
30,a,-2049.866898985861,-2575.869622736481,1250.5454101520843,-719.0636175180028,-135.31543494602326,492.4863543097588,-394.91811086843273,275.29895585789836,-1065.6773956325164,1204.5302029495201,-801.2898861699109,-1569.78517644657,-295.6105730261769,268.4504931323306,-833.5650019222104,1250.9346370037993,-895.8911308586289,1036.4175662402706,-276.3155290550572,687.1515239331359
31,a,-2615.530149976916,-2243.4423873533783,1254.9388358935641,-1006.553062186202,92.29302861664596,362.6701320778199,63.89092910029807,577.1406549302128,-1020.6856410085821,860.2003659942576,-660.3793353876457,-1711.6836749684003,465.4303518788612,57.67625659996715,-608.530771969916,1073.2038864445658,-795.6271014384913,1486.6960600248965,-486.5964610467284,681.596327497928
32,a,-2594.877106140358,-2524.0278240412963,1322.9795594255613,-795.0142417201025,-31.562766441639234,276.4212541351245,-337.0565385114008,241.38354353179173,-640.0149048851845,812.594371614179,-319.99893793148277,-1836.6251058018413,23.808313616223003,685.6786755599829,-712.778437451403,1212.3521318366475,-1082.3672678132966,1273.3296340422487,-125.22088370322604,619.344020065732
33,a,-2773.6106892396733,-2535.3248379293523,1750.3716056746578,-613.0315509209745,143.11379445689585,423.2138140367119,-1323.0543873552303,-386.1143309797175,-598.8859304301275,277.9688769688287,-95.95235501401214,-1355.2617096666647,-732.9946359131457,218.39976603303023,-576.7464081428134,973.5357758949124,-478.76239774560497,655.6875575662956,20.70278753707897,601.452402195841
34,a,-3697.4282874135383,-2308.2201015584346,-1242.1988732264645,-2684.822596961609,-41.33885358498162,368.16841898145987,3928.396930810913,1835.3386649224344,-836.6012101456728,1250.4053990621992,-1964.6323017609004,-818.2590270421456,1132.6890444762255,33.785298927758035,-85.35011961750325,225.06129640679399,506.8538568295187,191.673143942205,-186.28859638417367,378.69173186597754
35,a,-3534.262011333397,-2387.733487240262,2292.028440618537,-574.3506863108979,359.5925070181766,-314.8803207764548,-1589.4166438036125,-1213.7921955767265,-197.0475008487421,-694.5536975296015,1271.1679297227224,-701.6514525577593,-601.3449332995862,1495.4502784210629,-89.42994299670511,682.4257446830649,-744.5072460516528,206.06494770439178,-28.69167855655161,-37.64015501836792
36,a,-595.9958139815246,-1839.4902895181785,1724.3130170134748,108.6177480472927,-593.3336984333673,73.69991736359611,-740.9182696823914,-62.80481354327446,338.85448962396396,-1541.2716544355394,-84.98187433000984,284.18740951779307,-3311.7878576796543,-912.6967297185449,-799.3660429068823,374.7055260342979,1887.0962443354879,-1216.9261120133594,780.5281817933028,-574.4897814514469
37,a,-115.98173290699062,-1728.3920535706193,1553.8815439074056,162.3035130513764,-705.0634648010272,-224.7666826861042,-291.3863238674005,406.1694820789926,1098.1935209581764,-2292.164256903492,-220.20269084157394,413.7723331951863,-3437.7724161245674,-640.4657600364528,-874.0152894095253,187.36175303324447,1808.4093892041199,-1168.4755306265442,626.8830479067301,-586.2870995944797
38,a,-1539.5000211391348,-1893.353094409867,1545.2026351096831,-104.61348058606777,-225.74828667882448,-734.9422602244381,-55.703147627696836,-169.08582760982185,536.1104412054299,-476.34230074478546,509.900322416426,-1576.4806613180594,-1589.8687042057472,1447.709135907694,249.60622443770993,655.6947698068581,-904.1917951315128,-342.0543428015064,961.8177643409191,-608.6894162718504
39,a,-2098.24921658361,-2166.6859671198267,1188.2943382648177,-249.8485757300941,39.33257270130831,-671.4685548606608,300.32272882558743,105.6044526281978,505.5436404842958,-198.16742924763287,325.26900441138906,-1487.5522294263003,-978.881829274362,1695.954525858091,-83.10418394182734,599.4257886331711,-1307.5793716217281,25.167517109850746,1001.7348376742136,-40.60993300978136
40,a,-2496.752884199825,-2173.158118982508,1350.4785969051477,-232.14807402379128,-7.6478816975204325,-649.5603522108429,-142.5040601530347,-617.6086193952026,456.6447061560107,-343.3179059193936,794.0538309921569,-1221.1546516035237,-1341.185667137234,1901.6983333401517,121.05331564548993,849.388622299931,-1188.6011930898599,-146.15106560993144,1022.613628161557,-393.03399561899016
41,a,-3647.9854679709533,-2550.1544817755293,1812.8216966282025,-768.5258278192865,543.4409907945114,-343.48336013573066,-1218.5520616804886,-1094.2566776536119,202.324806140099,-236.81191949878718,901.6135269100103,-911.7157557224792,-264.16368019186035,1505.5098518153004,-127.80337368084353,502.64178001256465,-952.9586985541101,481.9876386787248,3.7638848263706493,174.19863549143855
42,a,-1944.1488593982847,-521.1819897410265,-1733.3169597164485,-2673.465328586531,8.708838680357209,877.6746308092924,4146.269285266444,2136.8249663410597,-812.6139482388954,-89.30566043502647,-1482.1429369397752,160.53207951787644,144.0851323772165,1029.0731880055703,582.5519357436768,809.7222024318663,888.0087748319603,380.1360780149187,-343.2836455968502,-88.04373606054769
43,a,-1895.7184636209092,35.902889792719556,-2306.705853444085,-3821.4149431581554,1225.032887822489,1099.479807020349,4329.241914706647,2234.76274289824,-1389.7822700650056,-2256.398829031896,1289.8374395193134,125.23059134079418,-232.78038763594586,1866.2886996824536,2544.2924151565467,464.9617858859249,932.6660789836168,-135.78977699440696,-21.712446324231752,-1714.2927430780699
44,a,-1305.3983329909672,207.32878921242127,-2234.4286123078014,-3178.1502389694433,548.3424208119333,990.4136183924396,4704.293350577172,2609.0405015705473,-2006.3434089730747,-2026.03312789749,1142.9412502620912,1069.2939183879903,-649.8668656712427,1666.2108260585826,2269.0654049038585,473.3432041719663,356.47599060611003,153.63886753004076,-513.1541762792688,-1414.8013676120597
45,a,-3330.529336059081,-2858.333819213394,-1507.8647279716376,-2067.7503976874673,-431.7846278646057,195.97210374219952,5265.153867128997,2264.184606670376,-1183.925928744781,199.24666306138806,230.43938184785534,-5.77033726447916,-48.1540225300506,-657.4532905129024,-341.664813735714,-55.38173059301701,1300.034261210527,-716.312582850211,743.5822880873295,-1000.2305534451191
46,a,-3653.089124633385,-2191.4786376731636,58.52608143142895,-1470.472915012963,136.65908809323955,205.63105148760474,2592.2669682986443,1457.6706005817384,-737.8386446148211,1272.2676448493512,-1101.9892273634912,-1468.4842326208773,908.9551367581616,-853.5306720445535,-1288.68302882567,-685.7645898048122,-450.9807597974782,334.48143189930767,-608.5509937588731,1591.8792751069477
47,a,-4212.440358009254,-3356.0796338861696,-128.06528500841426,-2278.704545307901,100.4913111981827,279.0018800173785,3009.208011424388,1875.4610923108917,-494.0636550034329,1488.2638659048291,-1678.1349315204468,-1544.377025013937,975.2927096318074,-522.3013507790777,-963.8342586956713,-447.9005746950387,-172.4998702861864,319.06368575385676,-95.65049875730037,1301.3789063200784
48,a,-4275.473438744893,-2992.2577471618724,-53.004686846382036,-2326.909118863247,481.74499273551965,215.727750595011,2895.60980432592,1987.1840056490018,-364.67969897544026,975.5109743232597,-1556.521948913875,-1245.5398225660704,1220.8655221411705,-942.8764883542873,-868.5271315518962,-578.8565687360295,-162.5317530476437,512.608035378737,-90.72559973698307,971.6575348512638
49,a,-5115.122805785018,-1438.2355714378364,3118.175521822531,-2205.623038718859,1882.0125796233187,-1845.9489341935698,-1728.382542584798,-634.1888947424169,-182.1231671620762,-475.47628388404775,708.1421060305889,1260.010921220311,2709.800822344081,668.4158602467783,1857.3072752025373,-737.7672802886342,-984.1934110613772,216.81231772729538,-1345.3706181028679,-433.609947758944
50,b,193.25157201868112,-2426.476268855517,-1969.2871761963522,1267.1149601953941,-4049.391118283602,-1172.9978704665061,1883.2061033560076,-323.32413158533745,1039.606177239379,1735.5727344970992,-451.2913052280312,1852.1028682197802,-828.9548229752917,600.8480128259419,1233.3269204405815,-200.23870397839033,-1291.2564652600245,-1676.5307225107597,432.2739764049407,850.5818642739624
51,b,728.4200237004146,-2473.031952334788,-2330.5779905462164,1656.7108560437393,-4145.650995582574,-1378.7971401465861,1424.9287641165392,-598.6180797712657,858.0025693375959,1356.802491390748,-250.1511269274167,1410.356878315863,-265.67318133020797,647.9226036193429,1298.566270443872,-396.5108732837751,-1103.5234891805264,-1528.1107065930137,257.3390215800662,944.3248833360675
52,b,997.7442862380668,-662.6180049656531,-3151.2759191266346,2221.67522533079,-3637.6741740886323,-982.4336754576336,-13.497854268632642,-328.75875916316204,-51.432662872118705,-910.8228875743722,46.20759234209058,-203.5015997821092,1134.7339015284708,614.721488269142,182.81301693025154,-489.56045402749544,205.08303946483315,-532.8402733458958,346.8835949971739,342.03771748729895
53,b,972.7027243283974,-209.77165094915685,-3081.8057520680018,2067.339512700721,-3243.8967756977613,-991.4544034243778,-283.8457670609897,-208.0044717901727,-386.5323908152482,-1088.675422762445,227.57532872634673,-380.3471697962661,1189.505891736237,590.9196451708901,-153.24266163440973,-594.8791166437109,320.33829966171294,-89.84432953055094,247.71585785472604,271.4074249555549
54,b,887.3041693136104,118.64286717362121,-3108.919325605116,1845.938900780192,-3112.8547993780335,-1110.4861687953824,-451.687973350699,-240.643508678298,-403.3257491307588,-1069.2602521369208,13.444486355494146,-638.0784332996574,1301.2597351233126,473.6083319544958,-114.73202602376116,-588.1280473727501,314.2580179908957,-295.53199577858334,329.0103980667719,222.1351168612537
55,b,940.6838900335373,423.6949477275149,-3156.7781949566593,1878.8467924143972,-2953.6289444476984,-1010.2732906000241,-680.6614210254507,244.79034902507718,11.186573071324272,-977.7251199008127,-48.26684569935367,-783.4949264838635,1153.31088419659,297.6424477376763,-33.64712988854277,-69.59522412511605,430.50125959531414,-276.25152250395496,382.5621228534465,107.69245395921405
56,b,1048.6943532675925,-150.5819088923852,-2741.454372320155,2432.191920710957,-3238.792266755581,-866.7377222570021,126.437040623171,-538.9600258132236,-471.98857955484584,-1180.618085497887,60.19272746225911,-517.072851502667,886.4251206671784,227.36138329067504,-372.2380395912205,-266.5210049420503,522.8976066923897,-247.43578341450404,294.8915243598716,-112.89622293863538
57,b,1031.8583288563862,-12.850345771546628,-2683.590131436947,2411.513548972057,-3150.837410694218,-899.8347005699733,94.64250211515332,-560.2382651910652,-420.74235562724004,-1248.0834115101425,-115.3116308226281,-714.954895687803,890.565541925395,245.05648048125127,-358.6565748905866,-91.10040543934345,553.3477178310932,-372.7397541711197,406.9243815054662,-149.78897111654584
58,b,1029.2135179485472,-56.88148792914285,-2572.141860339503,2474.0333808182504,-3249.546496052309,-869.835101758008,278.1761444059857,-687.0460398178814,-423.35518001156197,-1289.7592389496867,-15.999156093992685,-653.9917330512383,724.4845860432104,187.0502961553131,-407.8068736655098,-54.136462979880996,555.2663873750217,-249.46808057270204,357.4955886616021,-255.2266079777817
59,b,1058.3605791781522,264.7566789380657,-2533.531553397033,2449.342429677571,-3046.3421383702016,-896.29083628716,98.03674750466458,-488.6867422768833,-357.39559595208954,-1350.6596884346773,-12.840211424477317,-868.4171014182131,742.7941754928223,-59.606394261939506,-560.5102632376633,74.5106352982713,534.1860190035663,-181.96705113058886,386.7509717478771,-391.72950413817347
60,b,924.1120613731134,651.2448136404274,-2736.315609742496,2322.2698587510254,-2869.6875032457324,-887.7355625256838,-284.579675894326,15.947570518995299,-37.07780662593689,-1401.9556283153079,-73.61528670807716,-1007.176990948371,795.7657677951172,45.16107579792308,-400.56947516641026,352.0834516004127,524.7664095367412,-237.3196934101868,433.84622962590987,-285.9314118793564
61,b,1082.2693166652,490.4273614300521,-2514.1197606849237,2420.9703352566553,-2893.615608703833,-863.6387926854693,53.236014437788384,-372.77708447922544,-180.1186658117638,-1454.866755249612,-3.1394869283269964,-998.6132186947536,656.2105093111812,-142.5066481818351,-631.622778506607,336.102964245076,531.8836458525662,-108.53253736042903,382.8599789450764,-427.44991786631346
62,b,915.0943589385396,-2456.3366539610597,-2825.2550276011634,1813.3008945535948,-4184.616945872035,-1151.618994959564,886.9746921303147,-1092.277108680317,373.25385807418246,814.8443341588612,-294.79385039108064,889.6454750681537,594.2442885210901,676.7047709897136,749.2950347835784,-878.7624445795185,-954.416096414752,-1025.103739962545,390.05162968523473,760.5852332439448
63,b,1022.4095777101428,730.3275940719653,-2601.189409477295,2347.2367980879576,-2691.2435866423198,-841.2568635542957,-188.45591520157285,-77.47344243493451,63.53926488793537,-1515.5619788461106,-59.39319237000236,-1007.7283604833553,620.2512082694468,-106.5719143433623,-567.046495938299,547.289463737268,553.6899292294501,-99.86814141878659,356.3289898801878,-401.6538679007501
64,b,958.0895858525842,963.8061302428137,-2685.3266876297016,2222.226700508215,-2491.5253783104135,-803.3712194743503,-528.2832207987639,361.67616454008345,294.22508873918105,-1301.3656080604446,-16.24643205831893,-873.8429824479665,617.7751547090526,-17.627414466477905,-367.6940900006322,754.9184739626734,568.9179035519543,56.515354483162454,186.1057475446733,-336.2667158460299
65,b,1053.4579540976638,941.1599481359013,-2613.6737152970145,2302.499918062144,-2454.4489176251654,-782.8781444256509,-372.2162703406075,286.5756124314076,155.1265793535024,-1431.2105438515919,31.547719872765178,-880.2733917451936,580.6590698771663,-28.527900250262363,-530.8816839696026,841.2301002499665,564.8570943538474,169.15112117609863,179.89819113600157,-410.77274194882983
66,b,1598.5737565275908,517.8909822501606,-2003.1266628582594,2504.8491194420344,-2184.958662336715,-675.7166623163301,339.8566450355261,-889.1409593618287,-369.3117181851998,-1482.3014503161803,-229.03472027057285,-1042.7636659984194,393.538577746514,-147.25648462854065,-836.8422196106495,785.849138779241,691.1558190689881,212.37685894006893,289.86499014252695,-504.67426497975083
67,b,1549.0581919359204,411.60972120447167,-1936.0044994200816,2478.4799758650734,-2436.088333268338,-655.367128859743,306.5547336173937,-803.8710329237036,-348.5222268528055,-1478.8724338678626,-205.83144763415024,-1020.7177513950671,289.6412486733602,-23.304811268471624,-658.6774897126104,713.7574077590657,703.4500938108229,201.79316203924964,161.98996518960976,-500.3160955946801
68,b,1315.832725821871,1019.6139866719873,-2217.4577488095506,2408.2270718555333,-2394.9869982426944,-594.9998185391222,-553.7849102703723,286.19045189573086,-450.0675704547494,-1243.3736072372883,-34.789442575506065,-711.4933925036095,467.7869573289935,-156.8847400494635,-789.745378110895,746.5546735068415,714.6945491314981,857.3238579210195,-10.081839913922586,-494.30138534681066
69,b,1202.5928535882033,833.9740600403517,-2358.0629850326636,2342.170479914511,-2919.5550646377105,-689.9789963337546,-624.4250531493542,362.03095927899665,-290.0230422010569,-1096.9960536700733,73.30453912227368,-521.2251537151678,515.012284012208,-148.81791511332744,-347.8662488921496,592.7838019168975,685.8155607304727,893.0562725194155,-129.93617172008103,-417.72548823490985
70,b,1106.3123379711349,700.6326012197933,-2443.064059953503,2317.838265254617,-3161.811793216666,-677.9340416109964,-635.3106431319536,365.11929015641607,-419.0804783691948,-938.1147203307502,51.58838830399754,-394.64609463060566,599.8356225757026,-85.35638849599857,-159.40196347650468,354.4195810543938,568.0411552147028,797.9460378081419,-99.64438855210791,-286.7806929719623
71,b,949.4603365046878,255.55086900616993,-2412.222428478639,2317.659495646484,-3630.6247501804764,-555.6173310271623,-369.312933602995,23.067446421997275,-798.8225322905265,-616.0656322801476,310.42560179148927,3.2974196299132004,576.9841301771426,-30.581936978182416,-122.03586199935393,-186.38999844718003,420.52578682533937,876.995334215022,-343.6300418778119,-224.4975860919726
72,b,781.3147618623934,-36.57868441673122,-2301.2476967808902,2385.212689658446,-4033.161515286578,-724.7408803646708,-168.3617332125431,-14.575132410613751,-391.28146809964045,-258.2518036814011,155.0215497706902,285.0012164091154,224.28311625815707,-37.803421609753926,448.7258252629897,-156.68816782443412,165.76691231536148,588.535960185012,-435.89748459897044,-50.35504661637662
73,b,818.2755734339981,-1868.4547283974387,-3171.565954965798,1596.592034188516,-3925.354301454179,-1432.5264978928317,338.1468906465781,-813.7303404361427,919.3061900846385,791.4134568763949,-245.51435072807647,653.230587409214,1053.6349908071807,952.8063479938334,1624.8547996629175,-752.3983260297613,-783.6023355607748,-1561.763342012513,249.27738398832483,1175.8950212913242
74,b,822.1223845239501,-131.38494157210926,-2280.9823994168946,2406.9533413638346,-4012.357325827833,-645.8548472514127,-215.72701683839384,-217.21587980284116,-657.2963413025639,-302.71681950199627,164.7962287382928,267.0683258723974,358.12350431866514,-133.09049089471895,18.915439290322297,-374.4072976394891,248.7921069282871,657.4958201786518,-379.1666534603241,-213.21500138140348
75,b,965.1827499076044,293.020033791454,-2489.3097804060662,2158.6407323059893,-3786.2139231481956,-700.3087696138216,-580.4431042400837,104.61106928596988,-396.1836723798154,-417.4603348355244,110.12705691786165,-29.851785388007833,555.2371419831571,-272.44504067283117,98.60512931027954,80.85389293005329,339.1447238111278,818.0511424287174,-246.23418426971654,-230.81633011192912
76,b,917.7881348819691,106.32018888694897,-2434.5039671891045,2174.022239597525,-3996.962229524799,-710.3968104788706,-489.59732923232275,35.51353682699438,-327.8448514437923,-249.43266098129152,103.20901384708249,106.12105977657237,472.9745501523027,-230.01679480112222,288.07900384801474,-20.216916584022652,227.17724020547314,707.7327002304419,-281.77462731587593,-149.0692241167966
